user_id,name,date,amount,recurring
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,7-Eleven,2023-12-30,10,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,7-Eleven,2023-12-30,10.7,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,7-Eleven,2024-01-04,29.22,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,7-Eleven,2024-01-06,10.8,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,7-Eleven,2024-01-07,2.54,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,7-Eleven,2024-01-09,2.54,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,7-Eleven,2024-01-10,2.54,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,7-Eleven,2024-01-11,48.42,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,7-Eleven,2024-01-16,5.4,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,7-Eleven,2024-01-24,40.94,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,7-Eleven,2024-01-25,2.54,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,7-Eleven,2024-02-06,2.54,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,7-Eleven,2024-02-07,8.19,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,7-Eleven,2024-04-20,10,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,7-Eleven,2024-04-28,14.29,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,7-Eleven,2024-05-25,10,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,7-Eleven,2024-07-10,14.29,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,7-Eleven,2024-07-14,4.29,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,7-Eleven,2024-07-18,4.29,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,7-Eleven,2024-08-19,20,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,7-Eleven,2024-09-02,2.79,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,7-Eleven,2024-09-02,20,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,7-Eleven,2024-10-04,15,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,7-Eleven,2024-11-10,20,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,7-Eleven,2025-01-17,15,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,A & A Beauty Supply,2024-09-30,173.87,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,A & A Beauty Supply,2024-10-28,159.22,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,A&A Beauty Supply      Akron        OHUS,2025-01-30,102.91,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,A&a Beauty Supply,2024-12-14,91.67,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,APPLE CASH SENT MONEY  CUPERTINO    CAUS,2025-01-30,120,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,APPLE CASH SENT MONEY  CUPERTINO    CAUS,2025-02-01,12,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,APPLE CASH SENT MONEY  CUPERTINO    CAUS,2025-02-01,12,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Advance Auto Parts,2023-04-15,4.79,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Advance Auto Parts,2023-04-16,8.85,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Advance Auto Parts,2024-10-27,36.26,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Advance Auto Parts,2024-10-30,219.23,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Affirm,2024-10-19,23.22,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Affirm,2024-11-08,35,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Affirm,2024-11-09,36.03,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Affirm,2024-11-12,29.12,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Affirm,2024-11-16,14.27,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Affirm,2024-11-20,46.54,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Affirm,2024-12-03,14.26,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Affirm,2024-12-06,28.52,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Affirm,2024-12-06,87.35,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Affirm,2024-12-20,52.2,1
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Affirm,2025-01-20,52.2,1
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,AfterPay,2024-08-17,84.55,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Albert,2024-03-29,44,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Albert,2024-04-04,14.99,1
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Albert,2024-04-12,57,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Albert,2024-04-26,16,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Albert,2024-05-24,14.99,1
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Albert,2024-05-24,48,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Aldi,2024-02-19,120.75,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Aldi,2024-07-22,30.62,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Aldi,2024-08-03,104.25,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Aldi,2024-09-08,33.84,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Aldi,2024-09-28,138.8,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Aldi,2024-10-22,19.44,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,All Puffs,2023-03-03,36.2,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Amazon,2024-10-13,36.26,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Amecalata,2024-07-05,30.81,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Antonios Pizza Broadv,2023-03-04,66.41,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apluscrab,2024-08-31,60.87,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apluscrab,2024-09-30,92.37,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-03-23,11.87,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-03-29,10.79,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-03-29,17.27,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-06-03,10.79,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-06-03,17.27,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-07-05,10.79,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-07-05,17.27,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-07-13,2.99,1
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-08-07,10.79,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-08-07,11.87,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-08-07,17.27,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-09-19,2.99,1
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-09-19,7.55,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-09-19,11.87,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-09-19,20.51,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-10-06,5.39,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-10-09,11.87,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-10-12,7.55,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-10-19,2.99,1
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-10-19,20.51,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-11-11,11.87,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-11-12,5.39,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-11-12,7.55,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-11-19,2.99,1
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-11-23,23.74,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-12-04,3.23,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-12-07,5.39,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-12-07,16.19,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-12-09,11.87,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-12-22,3.23,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2023-12-28,20.51,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-01-08,2.99,1
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-01-08,11.87,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-01-20,4.31,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-02-01,7.55,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-02-07,11.87,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-02-07,43.19,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-02-09,7.55,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-02-18,7.55,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-02-20,3.23,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-03-17,7.55,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-03-17,11.87,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-03-24,7.55,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-03-30,3.23,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-03-31,7.55,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-04-07,2.99,1
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-04-07,7.55,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-04-07,11.87,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-04-14,7.55,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-04-21,5.39,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-05-01,12.95,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-05-01,17.27,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-05-08,2.99,1
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-05-25,11.87,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-05-25,20.51,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-06-04,10.78,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-06-06,17.27,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-06-10,2.99,1
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-06-10,11.87,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-06-29,20.51,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-07-25,2.99,1
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-07-25,11.87,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-07-25,17.27,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-07-30,20.51,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-08-07,2.99,1
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-08-09,7.55,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-08-09,11.87,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-08-30,18.35,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-08-30,20.51,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-09-07,2.99,1
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-09-07,11.87,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-09-08,7.55,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-09-30,38.86,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-10-07,2.99,1
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-10-07,11.87,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-10-08,7.55,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-10-17,23.74,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-10-29,18.35,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-10-29,20.51,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-11-08,7.55,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-11-08,11.87,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-11-12,18.35,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-11-26,26.98,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-11-30,18.35,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-12-07,11.73,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-12-08,7.46,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-12-08,20.51,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-12-09,2.12,1
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-12-09,2.99,1
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-12-13,10.66,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-12-21,5.33,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-12-21,12.8,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-12-25,4.26,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-12-25,21.34,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2024-12-29,6.39,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2025-01-05,20.27,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2025-01-06,21.34,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2025-01-07,2.99,1
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2025-01-07,11.72,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2025-01-07,11.73,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2025-01-08,7.46,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2025-01-09,2.12,1
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2025-01-16,21.34,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Apple,2025-01-28,10.79,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Applebee's,2024-09-09,28.93,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Applebee's,2024-09-10,26.61,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Applebee's,2024-09-21,23.47,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Aramark,2023-04-04,18.5,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Aramark,2023-04-04,56.44,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Arby's,2023-06-22,10.49,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Arby's,2023-07-05,7,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Arby's,2023-08-10,34.21,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Arby's,2023-10-12,13.14,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Arby's,2023-12-31,10.79,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Arby's,2024-04-06,7.58,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Arby's,2024-04-21,14.21,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Arby's,2024-04-29,3.69,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Arby's,2024-06-07,12.71,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Arby's,2024-06-15,14.41,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Arby's,2024-06-29,12.71,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Arby's,2024-07-08,14.5,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Arby's,2024-08-07,8.67,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Arby's,2024-08-30,41.8,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Arby's,2024-11-19,19.34,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Arthur Treachers Fish,2023-04-26,22.65,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,AutoZone,2023-06-02,12.25,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,AutoZone,2023-11-07,4.26,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,AutoZone,2024-01-22,9.91,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,BJ's Restaurants,2024-09-03,23.68,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,BP,2023-01-29,26.45,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,BP,2023-02-24,35,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,BP,2023-03-18,19.43,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,BP,2023-03-19,19.43,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,BP,2023-03-26,10.66,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,BP,2023-04-09,20.12,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,BP,2023-05-12,5.29,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,BP,2024-02-18,25,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,BP,2024-03-18,10.69,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,BP,2024-06-21,25,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,BP,2024-12-07,25.81,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Bath & Body Works,2023-06-02,37.15,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Bath & Body Works,2023-11-14,28.66,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Bath & Body Works,2024-08-18,36.22,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Best Buy,2024-05-25,229.49,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Best Buy,2024-05-25,229.49,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Best Buy,2024-11-16,43.13,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Big Lots,2024-08-05,17.64,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Biggby Coffee,2023-10-02,12.68,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Biggby Coffee,2023-10-04,10.18,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Biggby Coffee,2023-10-07,7.59,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Biggby Coffee,2023-11-08,12.33,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Biggby Coffee,2023-11-10,7.39,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Biggby Coffee,2023-11-11,13.28,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Biggby Coffee,2023-11-13,13.28,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Biggby Coffee,2023-11-15,11.28,
ABiSypnDBxaaMQbGEZQUQAJHyrAMjVlQ,Biggby Coffee,2023-11-17,13.28,
